,Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Unnamed: 15,Unnamed: 16
9035,22/03/2005,05.00.00,"0,6",899.0,-200.0,"1,6",556.0,90.0,1001.0,66.0,1064.0,717.0,"10,6","70,8","0,9033",,
9036,22/03/2005,06.00.00,"0,7",939.0,-200.0,"2,5",620.0,151.0,905.0,88.0,1095.0,813.0,"10,9","69,2","0,9033",,
9037,22/03/2005,07.00.00,"0,9",1001.0,-200.0,"3,8",701.0,191.0,816.0,93.0,1130.0,891.0,"10,3","70,9","0,8907",,
9038,22/03/2005,08.00.00,"2,2",1303.0,-200.0,"13,5",1102.0,403.0,536.0,116.0,1488.0,1323.0,"11,8","66,3","0,9174",,
9039,22/03/2005,09.00.00,"4,7",1557.0,-200.0,"27,8",1499.0,555.0,381.0,151.0,1945.0,1817.0,"14,1","58,9","0,9447",,
9040,22/03/2005,10.00.00,"4,5",1402.0,-200.0,"18,8",1263.0,551.0,446.0,169.0,1640.0,1723.0,"16,5","51,6","0,9601",,
9041,22/03/2005,11.00.00,"3,1",1380.0,-200.0,"15,7",1170.0,473.0,477.0,166.0,1566.0,1656.0,"20,2","42,1","0,9840",,
9042,22/03/2005,12.00.00,"2,8",1350.0,-200.0,"15,6",1168.0,388.0,475.0,160.0,1564.0,1539.0,"21,7","39,0","0,9979",,
9043,22/03/2005,13.00.00,"2,4",1283.0,-200.0,"12,3",1061.0,296.0,525.0,145.0,1434.0,1294.0,"23,5","35,0","0,9977",,
9044,22/03/2005,14.00.00,"2,5",1293.0,-200.0,"12,4",1064.0,283.0,522.0,131.0,1446.0,1229.0,"23,5","34,2","0,9748",,
9045,22/03/2005,15.00.00,"2,0",1197.0,-200.0,"9,1",943.0,256.0,599.0,130.0,1294.0,951.0,"25,5","28,3","0,9124",,
9046,22/03/2005,16.00.00,"1,7",1142.0,-200.0,"8,6",924.0,234.0,629.0,122.0,1236.0,819.0,"25,5","24,7","0,7928",,
9047,22/03/2005,17.00.00,"1,7",1147.0,-200.0,"8,4",914.0,215.0,633.0,113.0,1233.0,801.0,"22,9","29,2","0,8055",,
9048,22/03/2005,18.00.00,"3,3",1448.0,-200.0,"20,9",1322.0,454.0,447.0,156.0,1655.0,1492.0,"21,3","32,9","0,8209",,
9049,22/03/2005,19.00.00,"4,5",1487.0,-200.0,"21,9",1350.0,605.0,418.0,198.0,1698.0,1692.0,"20,1","42,4","0,9880",,
9050,22/03/2005,20.00.00,"5,8",1476.0,-200.0,"20,4",1308.0,529.0,428.0,175.0,1674.0,1654.0,"18,6","46,6","0,9858",,
9051,22/03/2005,21.00.00,"4,3",1282.0,-200.0,"11,0",1013.0,354.0,545.0,141.0,1384.0,1287.0,"17,4","50,6","0,9989",,
9052,22/03/2005,22.00.00,"3,0",1147.0,-200.0,"6,8",848.0,195.0,636.0,101.0,1289.0,938.0,"16,4","57,2","1,0574",,
9053,22/03/2005,23.00.00,"2,8",1130.0,-200.0,"6,3",828.0,161.0,645.0,102.0,1283.0,973.0,"16,3","59,4","1,0895",,
9054,23/03/2005,00.00.00,"2,7",1154.0,-200.0,"6,2",822.0,187.0,656.0,119.0,1285.0,1087.0,"16,0","60,2","1,0844",,
9055,23/03/2005,01.00.00,"2,4",1049.0,-200.0,"3,5",683.0,156.0,782.0,110.0,1190.0,796.0,"15,6","61,6","1,0859",,
9056,23/03/2005,02.00.00,"2,2",1056.0,-200.0,"3,3",672.0,116.0,769.0,87.0,1184.0,830.0,"15,4","62,0","1,0793",,
9057,23/03/2005,03.00.00,"2,0",1011.0,-200.0,"2,5",622.0,83.0,827.0,66.0,1158.0,703.0,"15,2","63,5","1,0881",,
9058,23/03/2005,04.00.00,"-200,0",993.0,-200.0,"2,3",604.0,85.0,848.0,65.0,1160.0,762.0,"14,5","66,4","1,0919",,
9059,23/03/2005,05.00.00,"0,5",976.0,-200.0,"1,8",568.0,78.0,891.0,63.0,1143.0,705.0,"15,0","64,8","1,1007",,
9060,23/03/2005,06.00.00,"0,7",1050.0,-200.0,"3,6",690.0,127.0,761.0,71.0,1223.0,867.0,"14,2","68,3","1,0988",,
9061,23/03/2005,07.00.00,"1,2",1143.0,-200.0,"6,1",818.0,279.0,646.0,103.0,1316.0,1122.0,"14,0","68,6","1,0918",,
9062,23/03/2005,08.00.00,"3,9",1606.0,-200.0,"22,3",1360.0,649.0,396.0,144.0,1895.0,1771.0,"15,4","63,4","1,1045",,
9063,23/03/2005,09.00.00,"4,9",1592.0,-200.0,"27,0",1478.0,593.0,360.0,158.0,1975.0,1874.0,"17,8","53,3","1,0736",,
9064,23/03/2005,10.00.00,"4,6",1510.0,-200.0,"19,5",1282.0,584.0,419.0,169.0,1726.0,1812.0,"19,4","47,5","1,0610",,
9065,23/03/2005,11.00.00,"3,4",1421.0,-200.0,"15,8",1172.0,563.0,474.0,184.0,1513.0,1726.0,"21,4","38,7","0,9724",,
9066,23/03/2005,12.00.00,"2,0",1169.0,-200.0,"10,3",987.0,337.0,596.0,143.0,1285.0,1184.0,"22,9","29,3","0,8077",,
9067,23/03/2005,13.00.00,"1,9",1187.0,-200.0,"11,0",1014.0,272.0,578.0,133.0,1315.0,1131.0,"24,2","26,5","0,7869",,
9068,23/03/2005,14.00.00,"2,4",1171.0,-200.0,"11,9",1045.0,322.0,570.0,141.0,1291.0,1149.0,"24,5","23,1","0,6968",,
9069,23/03/2005,15.00.00,"2,4",1175.0,-200.0,"11,7",1040.0,362.0,582.0,153.0,1268.0,1185.0,"23,1","22,8","0,6346",,
9070,23/03/2005,16.00.00,"2,2",1216.0,-200.0,"12,0",1050.0,361.0,564.0,149.0,1311.0,1244.0,"23,3","23,8","0,6738",,
9071,23/03/2005,17.00.00,"2,5",1239.0,-200.0,"12,3",1062.0,431.0,558.0,159.0,1299.0,1380.0,"23,2","23,3","0,6562",,
9072,23/03/2005,18.00.00,"3,9",1463.0,-200.0,"23,2",1383.0,545.0,440.0,181.0,1636.0,1727.0,"22,7","25,5","0,6944",,
9073,23/03/2005,19.00.00,"6,2",1616.0,-200.0,"32,6",1610.0,796.0,374.0,227.0,1909.0,2021.0,"21,0","29,2","0,7192",,
9074,23/03/2005,20.00.00,"7,2",1663.0,-200.0,"32,0",1597.0,874.0,366.0,230.0,1906.0,2159.0,"19,5","35,6","0,7978",,
9075,23/03/2005,21.00.00,"3,9",1445.0,-200.0,"18,8",1263.0,551.0,464.0,194.0,1500.0,1844.0,"18,8","37,3","0,8031",,
9076,23/03/2005,22.00.00,"2,4",1293.0,-200.0,"12,1",1052.0,393.0,536.0,172.0,1332.0,1593.0,"17,7","39,7","0,7990",,
9077,23/03/2005,23.00.00,"2,3",1354.0,-200.0,"13,0",1084.0,369.0,502.0,158.0,1380.0,1651.0,"16,7","45,2","0,8506",,
9078,24/03/2005,00.00.00,"1,9",1251.0,-200.0,"9,9",973.0,314.0,559.0,144.0,1277.0,1482.0,"15,9","47,0","0,8434",,
9079,24/03/2005,01.00.00,"1,7",1222.0,-200.0,"8,1",902.0,294.0,590.0,133.0,1256.0,1384.0,"15,1","50,2","0,8543",,
9080,24/03/2005,02.00.00,"0,9",1044.0,-200.0,"3,8",702.0,165.0,746.0,109.0,1099.0,1101.0,"15,3","49,2","0,8493",,
9081,24/03/2005,03.00.00,"0,7",1006.0,-200.0,"3,1",659.0,143.0,791.0,94.0,1082.0,999.0,"13,1","56,1","0,8416",,
9082,24/03/2005,04.00.00,"0,5",953.0,-200.0,"2,0",583.0,93.0,889.0,73.0,1043.0,895.0,"13,3","54,4","0,8287",,
9083,24/03/2005,05.00.00,"0,4",959.0,-200.0,"2,2",598.0,111.0,878.0,76.0,1045.0,904.0,"12,4","58,3","0,8364",,
9084,24/03/2005,06.00.00,"0,4",949.0,-200.0,"2,3",607.0,105.0,884.0,74.0,1043.0,851.0,"12,9","56,0","0,8292",,
9085,24/03/2005,07.00.00,"0,7",1073.0,-200.0,"4,9",760.0,173.0,727.0,73.0,1128.0,1052.0,"11,9","59,6","0,8294",,
9086,24/03/2005,08.00.00,"3,1",1499.0,-200.0,"19,8",1291.0,541.0,444.0,107.0,1653.0,1609.0,"13,4","55,1","0,8444",,
9087,24/03/2005,09.00.00,"3,4",1404.0,-200.0,"15,0",1149.0,581.0,469.0,115.0,1523.0,1614.0,"16,1","46,4","0,8436",,
9088,24/03/2005,10.00.00,"3,5",1465.0,-200.0,"18,1",1241.0,591.0,434.0,132.0,1572.0,1774.0,"17,9","42,2","0,8557",,
9089,24/03/2005,11.00.00,"3,2",1474.0,-200.0,"15,3",1158.0,653.0,469.0,155.0,1476.0,1802.0,"18,2","43,2","0,8926",,
9090,24/03/2005,12.00.00,"3,2",1611.0,-200.0,"17,8",1233.0,690.0,413.0,140.0,1687.0,1741.0,"16,0","67,9","1,2217",,
9091,24/03/2005,13.00.00,"3,3",1590.0,-200.0,"17,3",1219.0,602.0,410.0,147.0,1677.0,1830.0,"17,6","59,7","1,1880",,
9092,24/03/2005,14.00.00,"3,0",1422.0,-200.0,"14,1",1120.0,489.0,476.0,161.0,1525.0,1696.0,"20,9","43,4","1,0618",,
9093,24/03/2005,15.00.00,"2,0",1273.0,-200.0,"10,3",988.0,288.0,563.0,123.0,1387.0,1257.0,"24,1","33,3","0,9881",,
9094,24/03/2005,16.00.00,"2,3",1296.0,-200.0,"11,0",1014.0,323.0,543.0,142.0,1401.0,1305.0,"22,9","35,2","0,9694",,
9095,24/03/2005,17.00.00,"2,2",1247.0,-200.0,"10,3",989.0,301.0,557.0,143.0,1383.0,1183.0,"22,2","36,2","0,9560",,
9096,24/03/2005,18.00.00,"2,7",1359.0,-200.0,"14,6",1135.0,335.0,505.0,153.0,1500.0,1347.0,"21,3","37,8","0,9462",,
9097,24/03/2005,19.00.00,"5,9",1726.0,-200.0,"30,8",1570.0,659.0,359.0,200.0,2021.0,1947.0,"20,1","43,2","1,0051",,
9098,24/03/2005,20.00.00,"7,5",1818.0,-200.0,"35,5",1675.0,847.0,330.0,232.0,2143.0,2129.0,"18,8","49,1","1,0538",,
9099,24/03/2005,21.00.00,"5,0",1667.0,-200.0,"24,2",1410.0,691.0,383.0,201.0,1818.0,1948.0,"18,2","52,2","1,0795",,
9100,24/03/2005,22.00.00,"4,0",1549.0,-200.0,"17,8",1233.0,590.0,424.0,175.0,1648.0,1804.0,"17,4","57,3","1,1288",,
9101,24/03/2005,23.00.00,"2,7",1385.0,-200.0,"11,9",1045.0,449.0,496.0,159.0,1462.0,1572.0,"17,0","56,6","1,0902",,
9102,25/03/2005,00.00.00,"2,0",1320.0,-200.0,"9,3",950.0,316.0,542.0,135.0,1428.0,1426.0,"16,2","66,3","1,2080",,
9103,25/03/2005,01.00.00,"1,5",1205.0,-200.0,"6,3",828.0,239.0,622.0,128.0,1344.0,1170.0,"15,3","73,3","1,2655",,
9104,25/03/2005,02.00.00,"1,0",1099.0,-200.0,"4,0",709.0,165.0,727.0,109.0,1263.0,1000.0,"15,2","73,3","1,2556",,
9105,25/03/2005,03.00.00,"1,0",1106.0,-200.0,"4,1",715.0,152.0,714.0,101.0,1279.0,949.0,"13,9","80,4","1,2694",,
9106,25/03/2005,04.00.00,"0,9",1099.0,-200.0,"4,1",718.0,144.0,714.0,96.0,1300.0,905.0,"13,6","82,8","1,2817",,
9107,25/03/2005,05.00.00,"0,8",1042.0,-200.0,"3,3",671.0,126.0,754.0,87.0,1255.0,845.0,"13,7","82,0","1,2770",,
9108,25/03/2005,06.00.00,"0,6",980.0,-200.0,"2,5",621.0,132.0,858.0,81.0,1190.0,692.0,"13,7","78,0","1,2174",,
9109,25/03/2005,07.00.00,"1,0",1138.0,-200.0,"5,4",782.0,228.0,705.0,100.0,1321.0,926.0,"14,1","75,5","1,2065",,
9110,25/03/2005,08.00.00,"3,2",1517.0,-200.0,"17,4",1222.0,580.0,437.0,146.0,1750.0,1470.0,"14,8","73,6","1,2331",,
9111,25/03/2005,09.00.00,"4,3",1537.0,-200.0,"22,9",1374.0,564.0,384.0,158.0,1941.0,1660.0,"16,0","67,8","1,2276",,
9112,25/03/2005,10.00.00,"2,7",1296.0,-200.0,"11,1",1017.0,369.0,526.0,136.0,1494.0,1360.0,"18,4","59,2","1,2398",,
9113,25/03/2005,11.00.00,"1,6",1255.0,-200.0,"9,5",958.0,260.0,579.0,117.0,1420.0,1215.0,"20,4","50,5","1,1954",,
9114,25/03/2005,12.00.00,"1,4",1367.0,-200.0,"13,6",1105.0,371.0,503.0,140.0,1578.0,1391.0,"21,3","46,6","1,1628",,
9115,25/03/2005,13.00.00,"2,3",1473.0,-200.0,"17,0",1210.0,513.0,462.0,169.0,1686.0,1521.0,"20,4","49,8","1,1765",,
9116,25/03/2005,14.00.00,"2,1",1422.0,-200.0,"15,8",1175.0,471.0,474.0,163.0,1647.0,1483.0,"21,1","47,8","1,1813",,
9117,25/03/2005,15.00.00,"1,4",1378.0,-200.0,"14,3",1125.0,378.0,502.0,144.0,1601.0,1380.0,"21,5","47,8","1,2060",,
9118,25/03/2005,16.00.00,"3,4",1446.0,-200.0,"17,5",1224.0,445.0,471.0,153.0,1706.0,1450.0,"21,7","47,4","1,2184",,
9119,25/03/2005,17.00.00,"3,8",1473.0,-200.0,"17,8",1235.0,483.0,468.0,164.0,1702.0,1519.0,"21,0","49,8","1,2208",,
9120,25/03/2005,18.00.00,"4,9",1619.0,-200.0,"24,3",1411.0,530.0,417.0,174.0,1908.0,1684.0,"20,4","51,9","1,2261",,
9121,25/03/2005,19.00.00,"5,7",1673.0,-200.0,"27,2",1484.0,649.0,397.0,196.0,2008.0,1812.0,"19,4","56,3","1,2500",,
9122,25/03/2005,20.00.00,"5,5",1605.0,-200.0,"23,7",1397.0,604.0,420.0,189.0,1891.0,1710.0,"18,8","58,3","1,2514",,
9123,25/03/2005,21.00.00,"3,9",1460.0,-200.0,"16,7",1201.0,486.0,466.0,155.0,1685.0,1591.0,"18,2","61,0","1,2634",,
9124,25/03/2005,22.00.00,"3,1",1407.0,-200.0,"14,0",1117.0,402.0,486.0,137.0,1596.0,1521.0,"17,7","63,3","1,2729",,
9125,25/03/2005,23.00.00,"2,0",1286.0,-200.0,"10,1",982.0,268.0,550.0,117.0,1458.0,1353.0,"17,7","63,5","1,2700",,
9126,26/03/2005,00.00.00,"2,5",1372.0,-200.0,"12,1",1054.0,350.0,504.0,128.0,1534.0,1463.0,"17,1","66,9","1,2926",,
9127,26/03/2005,01.00.00,"2,2",1312.0,-200.0,"10,5",995.0,312.0,527.0,124.0,1488.0,1447.0,"16,8","69,0","1,3135",,
9128,26/03/2005,02.00.00,"1,5",1205.0,-200.0,"7,2",867.0,243.0,601.0,108.0,1361.0,1294.0,"16,6","70,0","1,3078",,
9129,26/03/2005,03.00.00,"1,2",1167.0,-200.0,"6,4",829.0,202.0,622.0,89.0,1360.0,1172.0,"16,1","71,3","1,2955",,
9130,26/03/2005,04.00.00,"-200,0",1122.0,-200.0,"6,0",811.0,181.0,641.0,92.0,1336.0,1122.0,"16,2","71,2","1,3013",,
9131,26/03/2005,05.00.00,"0,8",1126.0,-200.0,"5,3",779.0,139.0,663.0,84.0,1309.0,1103.0,"16,3","69,8","1,2853",,
9132,26/03/2005,06.00.00,"0,1",1121.0,-200.0,"4,9",757.0,156.0,672.0,83.0,1293.0,1113.0,"16,1","70,0","1,2739",,
9133,26/03/2005,07.00.00,"1,1",1135.0,-200.0,"5,7",797.0,175.0,651.0,80.0,1325.0,1109.0,"16,1","69,5","1,2623",,
9134,26/03/2005,08.00.00,"1,7",1248.0,-200.0,"9,0",939.0,281.0,565.0,93.0,1458.0,1229.0,"16,5","68,1","1,2653",,
9135,26/03/2005,09.00.00,"2,1",1325.0,-200.0,"10,9",1010.0,322.0,513.0,106.0,1522.0,1404.0,"17,4","65,0","1,2775",,
9136,26/03/2005,10.00.00,"2,3",1347.0,-200.0,"10,6",1000.0,369.0,510.0,115.0,1490.0,1450.0,"18,4","60,2","1,2623",,
9137,26/03/2005,11.00.00,"2,1",1317.0,-200.0,"9,3",952.0,366.0,541.0,124.0,1443.0,1393.0,"19,1","57,5","1,2569",,
9138,26/03/2005,12.00.00,"1,9",1243.0,-200.0,"8,3",912.0,301.0,579.0,113.0,1406.0,1227.0,"21,2","48,4","1,2028",,
9139,26/03/2005,13.00.00,"1,7",1169.0,-200.0,"6,6",841.0,232.0,623.0,104.0,1361.0,1040.0,"22,3","43,9","1,1695",,
9140,26/03/2005,14.00.00,"1,3",1085.0,-200.0,"5,1",769.0,156.0,711.0,85.0,1264.0,820.0,"23,7","39,4","1,1366",,
9141,26/03/2005,15.00.00,"1,3",1177.0,-200.0,"7,9",896.0,169.0,616.0,94.0,1374.0,1011.0,"23,1","41,2","1,1523",,
9142,26/03/2005,16.00.00,"1,6",1207.0,-200.0,"7,7",888.0,203.0,611.0,99.0,1382.0,1042.0,"25,7","35,7","1,1626",,
9143,26/03/2005,17.00.00,"2,2",1269.0,-200.0,"10,7",1005.0,260.0,553.0,112.0,1463.0,1136.0,"24,3","38,4","1,1503",,
9144,26/03/2005,18.00.00,"2,3",1205.0,-200.0,"10,5",996.0,289.0,559.0,122.0,1456.0,1101.0,"21,9","45,1","1,1687",,
9145,26/03/2005,19.00.00,"2,2",1218.0,-200.0,"10,9",1009.0,273.0,553.0,119.0,1486.0,1108.0,"19,7","51,8","1,1779",,
9146,26/03/2005,20.00.00,"2,0",1183.0,-200.0,"8,4",914.0,263.0,604.0,119.0,1387.0,1078.0,"18,7","54,5","1,1644",,
9147,26/03/2005,21.00.00,"2,3",1242.0,-200.0,"10,0",978.0,295.0,564.0,127.0,1449.0,1210.0,"17,8","58,1","1,1742",,
9148,26/03/2005,22.00.00,"2,2",1263.0,-200.0,"10,3",990.0,303.0,553.0,126.0,1465.0,1270.0,"17,3","60,8","1,1885",,
9149,26/03/2005,23.00.00,"1,6",1139.0,-200.0,"7,2",865.0,209.0,625.0,111.0,1362.0,1119.0,"16,5","63,8","1,1873",,
9150,27/03/2005,00.00.00,"1,6",1166.0,-200.0,"6,4",829.0,200.0,632.0,102.0,1338.0,1133.0,"16,3","65,2","1,1982",,
9151,27/03/2005,01.00.00,"1,3",1079.0,-200.0,"4,3",727.0,174.0,724.0,93.0,1275.0,1010.0,"16,5","63,8","1,1896",,
9152,27/03/2005,02.00.00,"1,0",1008.0,-200.0,"3,3",669.0,115.0,791.0,78.0,1241.0,894.0,"16,6","63,0","1,1784",,
9153,27/03/2005,03.00.00,"1,0",1034.0,-200.0,"3,9",707.0,122.0,740.0,74.0,1267.0,930.0,"16,2","64,3","1,1729",,
9154,27/03/2005,04.00.00,"1,0",1001.0,-200.0,"3,4",675.0,105.0,778.0,68.0,1260.0,861.0,"15,9","65,1","1,1654",,
9155,27/03/2005,05.00.00,"0,8",977.0,-200.0,"2,3",605.0,102.0,852.0,68.0,1212.0,841.0,"15,8","65,4","1,1629",,
9156,27/03/2005,06.00.00,"0,7",986.0,-200.0,"2,3",602.0,96.0,878.0,61.0,1211.0,851.0,"15,8","65,9","1,1792",,
9157,27/03/2005,07.00.00,"1,1",1082.0,-200.0,"4,2",720.0,144.0,697.0,76.0,1297.0,960.0,"15,6","67,7","1,1911",,
9158,27/03/2005,08.00.00,"1,1",1068.0,-200.0,"3,6",688.0,152.0,725.0,78.0,1289.0,926.0,"15,2","71,5","1,2228",,
9159,27/03/2005,09.00.00,"1,1",1136.0,-200.0,"4,4",733.0,156.0,692.0,79.0,1344.0,901.0,"14,5","80,8","1,3224",,
9160,27/03/2005,10.00.00,"1,4",1184.0,-200.0,"4,6",743.0,208.0,672.0,90.0,1369.0,915.0,"15,2","81,4","1,3930",,
9161,27/03/2005,11.00.00,"1,3",1179.0,-200.0,"4,5",738.0,174.0,680.0,89.0,1335.0,956.0,"15,9","77,3","1,3838",,
9162,27/03/2005,12.00.00,"1,5",1182.0,-200.0,"5,0",761.0,206.0,677.0,97.0,1338.0,1019.0,"17,5","67,1","1,3342",,
9163,27/03/2005,13.00.00,"1,3",1082.0,-200.0,"3,8",700.0,160.0,759.0,91.0,1286.0,842.0,"18,1","62,8","1,2916",,
9164,27/03/2005,14.00.00,"0,8",996.0,-200.0,"2,5",620.0,91.0,820.0,62.0,1238.0,612.0,"18,6","62,1","1,3224",,
9165,27/03/2005,15.00.00,"0,9",1024.0,-200.0,"2,7",630.0,106.0,862.0,66.0,1240.0,544.0,"16,2","71,9","1,3171",,
9166,27/03/2005,16.00.00,"1,4",1093.0,-200.0,"3,5",682.0,199.0,797.0,104.0,1256.0,638.0,"15,4","75,2","1,3024",,
9167,27/03/2005,17.00.00,"1,8",1170.0,-200.0,"4,9",756.0,299.0,713.0,126.0,1341.0,793.0,"14,4","80,8","1,3182",,
9168,27/03/2005,18.00.00,"1,6",1153.0,-200.0,"4,4",734.0,272.0,712.0,122.0,1324.0,811.0,"13,8","83,5","1,3154",,
9169,27/03/2005,19.00.00,"1,8",1220.0,-200.0,"5,7",796.0,285.0,652.0,121.0,1367.0,896.0,"13,9","83,6","1,3208",,
9170,27/03/2005,20.00.00,"2,1",1218.0,-200.0,"6,3",825.0,307.0,627.0,126.0,1393.0,978.0,"14,2","82,3","1,3219",,
9171,27/03/2005,21.00.00,"1,9",1172.0,-200.0,"6,0",810.0,237.0,637.0,115.0,1376.0,964.0,"14,1","81,4","1,3046",,
9172,27/03/2005,22.00.00,"1,7",1182.0,-200.0,"6,0",812.0,244.0,650.0,116.0,1368.0,993.0,"14,4","79,0","1,2917",,
9173,27/03/2005,23.00.00,"1,9",1160.0,-200.0,"5,6",794.0,284.0,658.0,120.0,1356.0,966.0,"14,6","77,7","1,2834",,
9174,28/03/2005,00.00.00,"1,6",1106.0,-200.0,"4,3",728.0,221.0,722.0,111.0,1309.0,885.0,"14,4","78,6","1,2839",,
9175,28/03/2005,01.00.00,"1,2",1031.0,-200.0,"3,0",652.0,173.0,803.0,101.0,1256.0,775.0,"14,4","78,0","1,2741",,
9176,28/03/2005,02.00.00,"1,0",1015.0,-200.0,"2,8",640.0,144.0,821.0,92.0,1247.0,738.0,"14,1","79,1","1,2665",,
9177,28/03/2005,03.00.00,"1,0",1003.0,-200.0,"2,7",635.0,117.0,829.0,78.0,1235.0,711.0,"13,7","80,6","1,2528",,
9178,28/03/2005,04.00.00,"0,8",951.0,-200.0,"2,0",583.0,89.0,905.0,63.0,1212.0,624.0,"13,9","79,6","1,2616",,
9179,28/03/2005,05.00.00,"0,6",938.0,-200.0,"1,9",575.0,97.0,955.0,63.0,1195.0,585.0,"13,8","79,0","1,2425",,
9180,28/03/2005,06.00.00,"0,6",933.0,-200.0,"1,9",574.0,95.0,937.0,63.0,1201.0,646.0,"13,9","78,0","1,2346",,
9181,28/03/2005,07.00.00,"1,0",1010.0,-200.0,"3,1",656.0,166.0,815.0,84.0,1260.0,809.0,"14,1","77,8","1,2445",,
9182,28/03/2005,08.00.00,"1,0",1025.0,-200.0,"3,4",675.0,160.0,798.0,89.0,1257.0,828.0,"15,0","73,2","1,2413",,
9183,28/03/2005,09.00.00,"1,3",1086.0,-200.0,"4,9",756.0,176.0,700.0,101.0,1308.0,894.0,"16,4","67,3","1,2451",,
9184,28/03/2005,10.00.00,"1,5",1111.0,-200.0,"5,2",773.0,216.0,690.0,115.0,1331.0,915.0,"17,8","61,7","1,2436",,
9185,28/03/2005,11.00.00,"1,6",1129.0,-200.0,"5,5",788.0,220.0,692.0,111.0,1305.0,920.0,"20,8","50,4","1,2213",,
9186,28/03/2005,12.00.00,"1,4",1097.0,-200.0,"4,2",721.0,183.0,746.0,96.0,1266.0,807.0,"21,6","46,8","1,1959",,
9187,28/03/2005,13.00.00,"1,4",1029.0,-200.0,"3,3",670.0,154.0,800.0,87.0,1223.0,678.0,"23,1","41,3","1,1506",,
9188,28/03/2005,14.00.00,"1,2",1071.0,-200.0,"4,8",752.0,132.0,736.0,81.0,1289.0,668.0,"23,6","39,4","1,1320",,
9189,28/03/2005,15.00.00,"1,3",1053.0,-200.0,"4,2",721.0,140.0,764.0,85.0,1216.0,617.0,"25,1","34,0","1,0680",,
9190,28/03/2005,16.00.00,"1,4",1055.0,-200.0,"3,7",693.0,186.0,789.0,98.0,1203.0,598.0,"24,7","35,6","1,0882",,
9191,28/03/2005,17.00.00,"1,6",1176.0,-200.0,"6,2",822.0,213.0,704.0,109.0,1294.0,778.0,"24,2","38,1","1,1357",,
9192,28/03/2005,18.00.00,"2,8",1293.0,-200.0,"9,7",965.0,376.0,589.0,150.0,1399.0,1062.0,"22,7","42,4","1,1540",,
9193,28/03/2005,19.00.00,"3,7",1307.0,-200.0,"12,4",1063.0,508.0,554.0,175.0,1432.0,1224.0,"19,6","47,8","1,0781",,
9194,28/03/2005,20.00.00,"2,9",1163.0,-200.0,"9,4",954.0,388.0,600.0,157.0,1369.0,1118.0,"17,6","54,4","1,0839",,
9195,28/03/2005,21.00.00,"1,8",1103.0,-200.0,"7,1",861.0,250.0,660.0,130.0,1310.0,964.0,"16,2","60,6","1,1089",,
9196,28/03/2005,22.00.00,"1,6",1120.0,-200.0,"6,1",817.0,232.0,669.0,120.0,1310.0,1050.0,"15,2","65,8","1,1288",,
9197,28/03/2005,23.00.00,"1,7",1107.0,-200.0,"6,0",810.0,229.0,677.0,114.0,1311.0,1016.0,"14,5","68,9","1,1298",,
9198,29/03/2005,00.00.00,"1,5",1078.0,-200.0,"5,0",766.0,184.0,692.0,100.0,1269.0,998.0,"14,3","68,5","1,1122",,
9199,29/03/2005,01.00.00,"1,0",963.0,-200.0,"2,9",646.0,117.0,834.0,83.0,1181.0,846.0,"14,7","66,4","1,1006",,
9200,29/03/2005,02.00.00,"0,8",923.0,-200.0,"2,2",596.0,103.0,908.0,72.0,1148.0,762.0,"13,4","70,4","1,0793",,
9201,29/03/2005,03.00.00,"0,5",853.0,-200.0,"1,0",502.0,66.0,1117.0,51.0,1087.0,592.0,"14,2","65,1","1,0495",,
9202,29/03/2005,04.00.00,"-200,0",883.0,-200.0,"1,3",530.0,63.0,997.0,46.0,1102.0,617.0,"13,7","68,2","1,0611",,
9203,29/03/2005,05.00.00,"0,5",921.0,-200.0,"1,9",575.0,95.0,956.0,58.0,1143.0,672.0,"13,7","67,8","1,0575",,
9204,29/03/2005,06.00.00,"1,0",1031.0,-200.0,"4,7",748.0,188.0,738.0,86.0,1245.0,890.0,"12,9","71,8","1,0657",,
9205,29/03/2005,07.00.00,"3,0",1371.0,-200.0,"16,0",1180.0,527.0,472.0,122.0,1632.0,1354.0,"13,2","69,9","1,0543",,
9206,29/03/2005,08.00.00,"5,1",1519.0,-200.0,"26,3",1461.0,623.0,370.0,140.0,2005.0,1648.0,"14,4","65,8","1,0727",,
9207,29/03/2005,09.00.00,"4,3",1409.0,-200.0,"18,8",1262.0,606.0,434.0,146.0,1709.0,1566.0,"15,3","63,3","1,0920",,
9208,29/03/2005,10.00.00,"3,3",1303.0,-200.0,"14,4",1128.0,460.0,489.0,152.0,1573.0,1541.0,"17,7","55,6","1,1120",,
9209,29/03/2005,11.00.00,"2,4",1184.0,-200.0,"10,0",978.0,346.0,567.0,147.0,1425.0,1226.0,"19,6","49,4","1,1176",,
9210,29/03/2005,12.00.00,"2,4",1202.0,-200.0,"12,1",1052.0,296.0,519.0,134.0,1525.0,1126.0,"18,1","58,3","1,2013",,
9211,29/03/2005,13.00.00,"2,5",1197.0,-200.0,"11,7",1040.0,321.0,530.0,136.0,1519.0,1147.0,"18,0","57,9","1,1826",,
9212,29/03/2005,14.00.00,"2,3",1234.0,-200.0,"12,0",1049.0,312.0,523.0,142.0,1516.0,1190.0,"18,6","55,0","1,1696",,
